"(0, 1, 'w', 0)",0.0
"(0, 1, 'e', 1)",-0.702
"(2, 4, 'w', 1)",-0.3
"(2, 1, 'w', 1)",-0.5932499999999999
"(1, 4, 's', 0)",0.0
"(1, 1, 'n', 1)",-0.6179999999999999
"(1, 1, 'e', 1)",-0.702
"(1, 4, 'e', 1)",-0.3
"(2, 3, 'n', 0)",1.4118749999999998
"(3, 3, 'n', 1)",3.5604
"(0, 1, 's', 0)",0.0
"(4, 1, 'n', 0)",-0.3
"(2, 4, 's', 1)",0.0
"(1, 4, 'w', 0)",0.0
"(0, 2, 'n', 0)",0.0
"(3, 2, 'e', 0)",-0.3
"(3, 2, 'w', 1)",-0.3
"(0, 2, 'w', 0)",0.0
"(1, 0, 'w', 1)",-0.5549999999999999
"(4, 0, 's', 1)",-0.3
"(0, 3, 'e', 1)",-0.345
"(2, 2, 's', 1)",-0.5958
"(1, 2, 'n', 0)",0.0
"(3, 2, 's', 1)",0.6725999999999998
"(0, 2, 's', 0)",0.0
"(3, 0, 'n', 0)",0.0
"(1, 0, 's', 1)",-0.5549999999999999
"(4, 0, 'w', 1)",-0.5549999999999999
"(0, 3, 'w', 0)",0.0
"(2, 4, 'n', 1)",-0.3
"(3, 3, 'e', 0)",-0.3
"(2, 2, 'w', 1)",-0.7334999999999999
"(2, 2, 'e', 0)",0.0
"(0, 1, 'n', 1)",-0.5549999999999999
"(3, 3, 'e', 1)",0.0
"(2, 1, 'n', 0)",0.0
"(4, 4, 'w', 0)",0.0
"(0, 3, 's', 0)",0.0
"(4, 4, 'n', 0)",0.0
"(3, 4, 's', 1)",0.0
"(4, 3, 'n', 0)",-0.3
"(0, 4, 's', 0)",0.0
"(0, 4, 'n', 0)",0.0
"(2, 3, 'e', 0)",0.0
"(4, 1, 'e', 1)",-0.3
"(4, 4, 's', 0)",0.0
"(1, 4, 'n', 1)",-0.3
"(3, 1, 'w', 1)",-0.56175
"(3, 4, 'w', 1)",-0.3
"(4, 2, 'e', 0)",-0.3
"(0, 4, 'w', 0)",0.0
"(3, 4, 'e', 0)",0.0
"(1, 3, 'w', 1)",-0.3
"(4, 2, 's', 1)",0.0
"(1, 3, 'e', 0)",0.0
"(2, 0, 's', 1)",-0.5864999999999999
"(3, 1, 's', 1)",-0.5549999999999999
"(2, 0, 'e', 0)",0.0
"(4, 4, 'e', 0)",0.0
"(4, 4, 'e', 1)",0.0
"(1, 3, 's', 1)",-0.3
"(4, 2, 'w', 1)",-0.5549999999999999
"(2, 2, 'n', 1)",-0.7717499999999999
"(0, 0, 'e', 1)",-0.51
"(2, 0, 'w', 1)",-0.7334999999999999
"(3, 0, 'e', 1)",-0.51
"(4, 0, 'n', 1)",-0.51
"(0, 3, 'n', 1)",-0.3
"(2, 1, 'e', 0)",0.0
"(4, 3, 'e', 1)",0.0
"(0, 1, 'w', 1)",-0.51
"(2, 4, 'w', 0)",0.0
"(1, 4, 's', 1)",-0.3
"(1, 1, 'e', 0)",0.0
"(3, 1, 'n', 1)",-0.5549999999999999
"(0, 1, 's', 1)",-0.51
"(3, 3, 'w', 1)",0.0
"(2, 4, 's', 0)",-0.3
"(1, 1, 'w', 1)",-0.5549999999999999
"(1, 4, 'w', 1)",0.0
"(0, 2, 'n', 1)",-0.5549999999999999
"(0, 2, 'e', 1)",-0.3
"(1, 0, 'e', 0)",0.0
"(3, 2, 'e', 1)",-0.51
"(3, 3, 's', 1)",7.883999999999999
"(0, 0, 'n', 0)",3.5999999999999996
"(1, 1, 's', 1)",-0.51
"(4, 0, 's', 0)",-0.3
"(1, 0, 'n', 1)",-0.657
"(2, 2, 's', 0)",0.0
"(3, 2, 'n', 1)",-0.5549999999999999
"(4, 0, 'w', 0)",-0.3
"(0, 3, 'w', 1)",0.0
"(4, 1, 's', 0)",-0.5549999999999999
"(2, 2, 'w', 0)",0.0
"(0, 1, 'n', 0)",0.0
"(2, 3, 's', 0)",0.0
"(4, 0, 'e', 1)",-0.3
"(0, 3, 's', 1)",0.0
"(4, 4, 'n', 1)",0.0
"(4, 1, 'w', 0)",-0.51
"(2, 3, 'w', 0)",0.0
"(0, 4, 'n', 1)",0.0
"(2, 3, 'e', 1)",0.7859999999999998
"(1, 3, 'n', 0)",0.0
"(1, 4, 'n', 0)",0.0
"(3, 1, 'w', 0)",0.0
"(3, 1, 'n', 0)",-0.3
"(1, 3, 'w', 0)",0.0
"(4, 2, 's', 0)",-0.3
"(0, 4, 'e', 1)",0.0
"(3, 1, 'e', 1)",-0.51
"(2, 0, 's', 0)",0.0
"(3, 4, 'n', 1)",0.0
"(3, 1, 's', 0)",-0.3
"(2, 0, 'n', 0)",0.0
"(3, 0, 'w', 0)",-0.3
"(1, 3, 's', 0)",0.0
"(4, 2, 'w', 0)",-0.3
"(0, 0, 'w', 1)",-0.51
"(4, 2, 'n', 0)",-0.5549999999999999
"(0, 0, 'e', 0)",0.0
"(1, 2, 'w', 0)",0.0
"(4, 3, 's', 0)",0.0
"(2, 0, 'w', 0)",-0.3
"(0, 3, 'n', 0)",0.0
"(2, 1, 's', 0)",0.0
"(2, 4, 'e', 1)",-0.3
"(2, 1, 'e', 1)",-0.5549999999999999
"(0, 0, 's', 1)",-0.702
"(4, 2, 'e', 1)",-0.3
"(1, 2, 's', 0)",0.0
"(4, 3, 'w', 0)",-0.3
"(0, 1, 'e', 0)",0.0
"(2, 1, 'w', 0)",0.0
"(1, 1, 'n', 0)",0.0
"(1, 4, 'e', 0)",0.0
"(3, 3, 'w', 0)",-0.36791250000000003
"(2, 3, 'n', 1)",-0.345
"(3, 3, 'n', 0)",-0.51
"(1, 1, 'w', 0)",0.0
"(4, 1, 'n', 1)",-0.3
"(0, 2, 'e', 0)",0.0
"(1, 0, 'e', 1)",-0.702
"(3, 3, 's', 0)",-0.3
"(0, 0, 'n', 1)",-0.51
"(3, 2, 'w', 0)",-0.3
"(1, 1, 's', 0)",0.0
"(0, 2, 'w', 1)",-0.3
"(1, 0, 'n', 0)",-0.3
"(1, 0, 'w', 0)",-0.3
"(3, 2, 'n', 0)",-0.3
"(0, 3, 'e', 0)",0.0
"(1, 2, 'e', 1)",-0.7596
"(1, 2, 'n', 1)",-0.56175
"(3, 2, 's', 0)",-0.3
"(0, 2, 's', 1)",-0.3
"(3, 0, 'n', 1)",-0.51
"(1, 2, 'e', 0)",0.0
"(1, 0, 's', 0)",0.0
"(3, 4, 'e', 1)",0.0
"(2, 4, 'n', 0)",-0.3
"(2, 3, 's', 1)",-0.3
"(2, 2, 'e', 1)",-0.702
"(4, 0, 'e', 0)",-0.3
"(2, 1, 'n', 1)",-0.5549999999999999
"(4, 4, 'w', 1)",0.0
"(4, 1, 'w', 1)",-0.5549999999999999
"(3, 4, 's', 0)",0.0
"(4, 3, 'n', 1)",0.0
"(0, 4, 's', 1)",0.0
"(2, 3, 'w', 1)",-0.5549999999999999
"(3, 0, 's', 1)",-0.5549999999999999
"(1, 3, 'n', 1)",-0.5549999999999999
"(4, 1, 'e', 0)",-0.3
"(4, 1, 's', 1)",-0.3
"(4, 4, 's', 1)",0.0
"(3, 0, 's', 0)",-0.3
"(3, 4, 'w', 0)",-0.3
"(0, 4, 'w', 1)",0.0
"(0, 4, 'e', 0)",0.0
"(1, 3, 'e', 1)",-0.51
"(3, 1, 'e', 0)",-0.51
"(3, 4, 'n', 0)",0.0
"(2, 0, 'n', 1)",-0.51
"(2, 0, 'e', 1)",-0.5549999999999999
"(3, 0, 'w', 1)",-0.5549999999999999
"(0, 0, 'w', 0)",0.0
"(4, 2, 'n', 1)",-0.3
"(1, 2, 'w', 1)",-0.3
"(4, 3, 's', 1)",0.0
"(2, 2, 'n', 0)",8.95995
"(3, 0, 'e', 0)",0.0
"(2, 1, 's', 1)",-0.7402499999999999
"(4, 0, 'n', 0)",-0.3
"(2, 4, 'e', 0)",0.0
"(0, 0, 's', 0)",0.0
"(4, 3, 'e', 0)",-0.3
"(1, 2, 's', 1)",-0.51
"(4, 3, 'w', 1)",0.0
