"(0, 1, 'w', 0)",0.0
"(0, 1, 'e', 1)",-0.9281999999999999
"(2, 4, 'w', 1)",-0.41649
"(2, 1, 'w', 1)",-0.9234749999999998
"(1, 4, 's', 0)",-0.3
"(1, 1, 'n', 1)",-0.9244874999999999
"(1, 1, 'e', 1)",-0.8042624999999999
"(1, 4, 'e', 1)",-0.3
"(2, 3, 'n', 0)",0.23999999999999994
"(3, 3, 'n', 1)",-0.6769507355837999
"(0, 1, 's', 0)",0.0
"(4, 1, 'n', 0)",-0.345
"(2, 4, 's', 1)",-0.3
"(1, 4, 'w', 0)",-0.3
"(0, 2, 'n', 0)",-0.3
"(3, 2, 'e', 0)",0.0
"(3, 2, 'w', 1)",-0.6179999999999999
"(0, 2, 'w', 0)",0.0
"(1, 0, 'w', 1)",-0.7555499999999999
"(4, 0, 's', 1)",-0.9234749999999998
"(0, 3, 'e', 1)",-0.51
"(2, 2, 's', 1)",-0.702
"(1, 2, 'n', 0)",0.0
"(3, 2, 's', 1)",-0.5675395292400001
"(0, 2, 's', 0)",0.0
"(3, 0, 'n', 0)",-0.3
"(1, 0, 's', 1)",-0.8310374999999999
"(4, 0, 'w', 1)",-0.9535574999999998
"(0, 3, 'w', 0)",-0.3
"(2, 4, 'n', 1)",-0.46303574999999997
"(3, 3, 'e', 0)",-0.657
"(2, 2, 'w', 1)",-0.7402499999999999
"(2, 2, 'e', 0)",2.2199999999999998
"(0, 1, 'n', 1)",-0.8090999999999999
"(3, 3, 'e', 1)",-0.7773533610444001
"(2, 1, 'n', 0)",-0.3
"(4, 4, 'w', 0)",-0.5549999999999999
"(0, 3, 's', 0)",0.0
"(4, 4, 'n', 0)",-0.449923233752835
"(3, 4, 's', 1)",-0.657
"(4, 3, 'n', 0)",-0.51
"(0, 4, 's', 0)",-0.3
"(0, 4, 'n', 0)",0.28684499999999974
"(2, 3, 'e', 0)",-0.345
"(4, 1, 'e', 1)",-0.657
"(4, 4, 's', 0)",-0.3
"(1, 4, 'n', 1)",-0.345
"(3, 1, 'w', 1)",-0.5932499999999999
"(3, 4, 'w', 1)",-0.5549999999999999
"(4, 2, 'e', 0)",-0.3
"(0, 4, 'w', 0)",-0.3
"(3, 4, 'e', 0)",-0.345
"(1, 3, 'w', 1)",-0.3
"(4, 2, 's', 1)",-0.651350386293
"(1, 3, 'e', 0)",-0.3
"(2, 0, 's', 1)",-0.7402499999999999
"(3, 1, 's', 1)",-0.623518893576
"(2, 0, 'e', 0)",-0.345
"(4, 4, 'e', 0)",-0.3
"(4, 4, 'e', 1)",-0.657
"(1, 3, 's', 1)",-0.51
"(4, 2, 'w', 1)",-0.7873708396485001
"(2, 2, 'n', 1)",-0.7717499999999999
"(0, 0, 'e', 1)",-0.7717499999999999
"(2, 0, 'w', 1)",-0.56175
"(3, 0, 'e', 1)",-0.9757244999999999
"(4, 0, 'n', 1)",-0.8823509999999999
"(0, 3, 'n', 1)",-0.3
"(2, 1, 'e', 0)",-0.3
"(4, 3, 'e', 1)",-0.7599
"(0, 1, 'w', 1)",-0.7599
"(2, 4, 'w', 0)",-0.5549999999999999
"(1, 4, 's', 1)",-0.3
"(1, 1, 'e', 0)",0.0
"(3, 1, 'n', 1)",-0.7649999999999999
"(0, 1, 's', 1)",-0.7402499999999999
"(3, 3, 'w', 1)",-0.7133186556234989
"(2, 4, 's', 0)",-0.3
"(1, 1, 'w', 1)",-0.80325
"(1, 4, 'w', 1)",1.5379820624999998
"(0, 2, 'n', 1)",-0.7649999999999999
"(0, 2, 'e', 1)",-0.5549999999999999
"(1, 0, 'e', 0)",0.0
"(3, 2, 'e', 1)",-0.7454865173534999
"(3, 3, 's', 1)",-0.6419415269117925
"(0, 0, 'n', 0)",3.5999999999999996
"(1, 1, 's', 1)",-0.9234749999999998
"(4, 0, 's', 0)",-0.56175
"(1, 0, 'n', 1)",-0.657
"(2, 2, 's', 0)",0.0
"(3, 2, 'n', 1)",-0.6350278340364
"(4, 0, 'w', 0)",-0.7334999999999999
"(0, 3, 'w', 1)",-0.3
"(4, 1, 's', 0)",-0.3
"(2, 2, 'w', 0)",-0.3
"(0, 1, 'n', 0)",0.0
"(2, 3, 's', 0)",-0.3
"(4, 0, 'e', 1)",-0.8319300000000001
"(0, 3, 's', 1)",0.9249131249999998
"(4, 4, 'n', 1)",-0.51
"(4, 1, 'w', 0)",-0.6179999999999999
"(2, 3, 'w', 0)",-0.3
"(0, 4, 'n', 1)",6.195809624999999
"(2, 3, 'e', 1)",-0.685791113133462
"(1, 3, 'n', 0)",-0.3
"(1, 4, 'n', 0)",-0.51
"(3, 1, 'w', 0)",-0.51
"(3, 1, 'n', 0)",-0.7402499999999999
"(1, 3, 'w', 0)",-0.3
"(4, 2, 's', 0)",-0.3
"(0, 4, 'e', 1)",0.0
"(3, 1, 'e', 1)",-0.6179999999999999
"(2, 0, 's', 0)",-0.3
"(3, 4, 'n', 1)",-0.37713087131656525
"(3, 1, 's', 0)",-0.345
"(2, 0, 'n', 0)",0.0
"(3, 0, 'w', 0)",-0.51
"(1, 3, 's', 0)",-0.3
"(4, 2, 'w', 0)",-0.3
"(0, 0, 'w', 1)",-0.7599
"(4, 2, 'n', 0)",-0.3
"(0, 0, 'e', 0)",0.0
"(1, 2, 'w', 0)",-0.3
"(4, 3, 's', 0)",-0.4993016545991106
"(2, 0, 'w', 0)",-0.3
